# Relative Spectral Response per erg (Equal-Energy); Jarrett et al. 2011
#  W4     RSR     uncertainty (parts per thousand)
 11.77  0.33141E-07    59
 11.78  0.33719E-07    59
 11.79  0.34464E-07    59
 11.80  0.35192E-07    59
 11.81  0.36251E-07    59
 11.82  0.36890E-07    60
 11.83  0.37731E-07    59
 11.84  0.38538E-07    59
 11.85  0.39290E-07    60
 11.86  0.39933E-07    59
 11.87  0.40336E-07    60
 11.88  0.41517E-07    60
 11.89  0.42756E-07    60
 11.90  0.43459E-07    60
 11.91  0.44107E-07    60
 11.92  0.44906E-07    60
 11.93  0.45389E-07    60
 11.94  0.45297E-07    60
 11.95  0.45912E-07    60
 11.96  0.46546E-07    60
 11.97  0.47163E-07    60
 11.98  0.47613E-07    60
 11.99  0.48250E-07    60
 12.00  0.48720E-07    60
 12.01  0.49958E-07    60
 12.02  0.50299E-07    60
 12.03  0.50341E-07    60
 12.04  0.49295E-07    60
 12.05  0.49580E-07    60
 12.06  0.49678E-07    60
 12.07  0.49963E-07    60
 12.08  0.50230E-07    60
 12.09  0.50479E-07    60
 12.10  0.50690E-07    60
 12.11  0.50883E-07    60
 12.12  0.50887E-07    60
 12.13  0.51099E-07    60
 12.14  0.51312E-07    60
 12.15  0.51543E-07    60
 12.16  0.51775E-07    60
 12.17  0.53353E-07    60
 12.18  0.53738E-07    60
 12.19  0.53649E-07    60
 12.20  0.52743E-07    60
 12.21  0.53186E-07    60
 12.22  0.53401E-07    60
 12.23  0.54492E-07    60
 12.24  0.54765E-07    60
 12.25  0.54696E-07    60
 12.26  0.54549E-07    60
 12.27  0.54364E-07    61
 12.28  0.54064E-07    60
 12.29  0.53553E-07    61
 12.30  0.52333E-07    61
 12.31  0.51973E-07    61
 12.32  0.51804E-07    61
 12.33  0.51462E-07    61
 12.34  0.52234E-07    61
 12.35  0.51988E-07    60
 12.36  0.51298E-07    60
 12.37  0.49529E-07    61
 12.38  0.49029E-07    61
 12.39  0.48509E-07    61
 12.40  0.47988E-07    61
 12.41  0.48124E-07    61
 12.42  0.47892E-07    60
 12.43  0.47311E-07    60
 12.44  0.46303E-07    61
 12.45  0.45467E-07    61
 12.46  0.44941E-07    61
 12.47  0.44977E-07    60
 12.48  0.44469E-07    61
 12.49  0.43785E-07    61
 12.50  0.43197E-07    61
 12.51  0.42297E-07    61
 12.52  0.40693E-07    61
 12.53  0.40101E-07    61
 12.54  0.39527E-07    61
 12.55  0.39598E-07    60
 12.56  0.39062E-07    60
 12.57  0.38447E-07    60
 12.58  0.37812E-07    60
 12.59  0.37116E-07    60
 12.60  0.36223E-07    61
 12.61  0.35702E-07    60
 12.62  0.35397E-07    60
 12.63  0.34933E-07    60
 12.64  0.34390E-07    60
 12.65  0.33806E-07    60
 12.66  0.33143E-07    60
 12.67  0.31886E-07    60
 12.68  0.31319E-07    60
 12.69  0.30751E-07    60
 12.70  0.29984E-07    60
 12.71  0.29632E-07    60
 12.72  0.29437E-07    60
 12.73  0.29460E-07    60
 12.74  0.29285E-07    60
 12.75  0.29109E-07    60
 12.76  0.29132E-07    60
 12.77  0.28956E-07    60
 12.78  0.29576E-07    60
 12.79  0.30177E-07    60
 12.80  0.30998E-07    60
 12.81  0.31800E-07    60
 12.82  0.32803E-07    60
 12.83  0.33808E-07    60
 12.84  0.35814E-07    60
 12.85  0.38503E-07    60
 12.86  0.41758E-07    60
 12.87  0.45458E-07    60
 12.88  0.49706E-07    60
 12.89  0.54763E-07    61
 12.90  0.60792E-07    61
 12.91  0.66408E-07    62
 12.92  0.72798E-07    62
 12.93  0.80687E-07    63
 12.94  0.90443E-07    64
 12.95  0.10277E-06    65
 12.96  0.11991E-06    67
 12.97  0.13713E-06    69
 12.98  0.15359E-06    73
 12.99  0.17372E-06    78
 13.00  0.19871E-06    83
 13.01  0.23280E-06    88
 13.02  0.27739E-06    94
 13.03  0.33787E-06   101
 13.04  0.36960E-06   116
 13.05  0.40444E-06   132
 13.06  0.44624E-06   149
 13.07  0.49564E-06   165
 13.08  0.55896E-06   183
 13.09  0.64664E-06   199
 13.10  0.59776E-06   211
 13.11  0.70173E-06   234
 13.12  0.69532E-06   253
 13.13  0.69217E-06   269
 13.14  0.68390E-06   286
 13.15  0.67336E-06   303
 13.16  0.66034E-06   320
 13.17  0.63521E-06   331
 13.18  0.60736E-06   341
 13.19  0.58112E-06   350
 13.20  0.39429E-06   339
 13.21  0.10420E-05    88
 13.22  0.10488E-05    88
 13.23  0.10588E-05    88
 13.24  0.10638E-05    88
 13.25  0.10689E-05    88
 13.26  0.10732E-05    87
 13.27  0.10740E-05    87
 13.28  0.10732E-05    87
 13.29  0.10748E-05    87
 13.30  0.10756E-05    87
 13.31  0.10768E-05    87
 13.32  0.10768E-05    86
 13.33  0.10747E-05    86
 13.34  0.10697E-05    86
 13.35  0.10337E-05    86
 13.36  0.10942E-05    86
 13.37  0.10929E-05    86
 13.38  0.10540E-05    85
 13.39  0.10616E-05    85
 13.40  0.10559E-05    85
 13.41  0.10828E-05    85
 13.42  0.10824E-05    85
 13.43  0.10794E-05    85
 13.44  0.10398E-05    84
 13.45  0.10471E-05    84
 13.46  0.10856E-05    84
 13.47  0.10868E-05    84
 13.48  0.10908E-05    84
 13.49  0.10922E-05    84
 13.50  0.10943E-05    84
 13.51  0.11004E-05    83
 13.52  0.11046E-05    83
 13.53  0.11109E-05    83
 13.54  0.11153E-05    83
 13.55  0.11220E-05    83
 13.56  0.11290E-05    82
 13.57  0.11336E-05    83
 13.58  0.11050E-05    82
 13.59  0.11219E-05    82
 13.60  0.11259E-05    81
 13.61  0.11229E-05    81
 13.62  0.11503E-05    81
 13.63  0.11528E-05    81
 13.64  0.11530E-05    81
 13.65  0.11241E-05    80
 13.66  0.11322E-05    80
 13.67  0.11353E-05    80
 13.68  0.11368E-05    80
 13.69  0.11372E-05    80
 13.70  0.11366E-05    79
 13.71  0.11346E-05    79
 13.72  0.11363E-05    79
 13.73  0.11431E-05    79
 13.74  0.11484E-05    79
 13.75  0.11510E-05    79
 13.76  0.11516E-05    78
 13.77  0.11379E-05    78
 13.78  0.11576E-05    78
 13.79  0.11576E-05    78
 13.80  0.11599E-05    78
 13.81  0.11622E-05    78
 13.82  0.11670E-05    78
 13.83  0.11691E-05    78
 13.84  0.11714E-05    77
 13.85  0.11755E-05    77
 13.86  0.11772E-05    77
 13.87  0.11807E-05    77
 13.88  0.11837E-05    77
 13.89  0.11863E-05    77
 13.90  0.11891E-05    77
 13.91  0.11917E-05    77
 13.92  0.11769E-05    76
 13.93  0.11858E-05    76
 13.94  0.11875E-05    76
 13.95  0.11710E-05    76
 13.96  0.12040E-05    76
 13.97  0.12049E-05    76
 13.98  0.12083E-05    76
 13.99  0.12099E-05    76
 14.00  0.12116E-05    76
 14.01  0.12009E-05    76
 14.02  0.12094E-05    76
 14.03  0.12081E-05    76
 14.04  0.12177E-05    76
 14.05  0.12196E-05    76
 14.06  0.12225E-05    77
 14.07  0.12266E-05    77
 14.08  0.12086E-05    76
 14.09  0.12150E-05    76
 14.10  0.12277E-05    77
 14.11  0.12209E-05    77
 14.12  0.12149E-05    77
 14.13  0.12096E-05    77
 14.14  0.11920E-05    77
 14.15  0.11950E-05    77
 14.16  0.11935E-05    77
 14.17  0.11886E-05    77
 14.18  0.11704E-05    77
 14.19  0.11874E-05    77
 14.20  0.11849E-05    78
 14.21  0.11638E-05    77
 14.22  0.11708E-05    78
 14.23  0.11717E-05    78
 14.24  0.11714E-05    78
 14.25  0.11726E-05    78
 14.26  0.11766E-05    78
 14.27  0.11794E-05    78
 14.28  0.11804E-05    78
 14.29  0.11770E-05    78
 14.30  0.11743E-05    78
 14.31  0.11722E-05    78
 14.32  0.11742E-05    78
 14.33  0.11790E-05    78
 14.34  0.11816E-05    78
 14.35  0.11833E-05    78
 14.36  0.11772E-05    78
 14.37  0.11933E-05    78
 14.38  0.11983E-05    78
 14.39  0.12010E-05    78
 14.40  0.12054E-05    78
 14.41  0.12100E-05    78
 14.42  0.12143E-05    78
 14.43  0.12209E-05    78
 14.44  0.11881E-05    78
 14.45  0.12145E-05    78
 14.46  0.12363E-05    78
 14.47  0.12408E-05    78
 14.48  0.12475E-05    78
 14.49  0.12542E-05    78
 14.50  0.12522E-05    78
 14.51  0.12693E-05    77
 14.52  0.12785E-05    78
 14.53  0.12882E-05    77
 14.54  0.12948E-05    77
 14.55  0.12832E-05    77
 14.56  0.13111E-05    77
 14.57  0.13206E-05    77
 14.58  0.13220E-05    77
 14.59  0.13460E-05    77
 14.60  0.13617E-05    76
 14.61  0.13700E-05    76
 14.62  0.13766E-05    76
 14.63  0.13764E-05    76
 14.64  0.13844E-05    76
 14.65  0.14079E-05    76
 14.66  0.14219E-05    76
 14.67  0.14352E-05    76
 14.68  0.14462E-05    76
 14.69  0.14502E-05    76
 14.70  0.14551E-05    76
 14.71  0.14634E-05    75
 14.72  0.14740E-05    75
 14.73  0.14849E-05    75
 14.74  0.14912E-05    75
 14.75  0.14977E-05    75
 14.76  0.15068E-05    75
 14.77  0.15002E-05    75
 14.78  0.15201E-05    75
 14.79  0.15269E-05    74
 14.80  0.15334E-05    74
 14.81  0.15398E-05    74
 14.82  0.15466E-05    74
 14.83  0.15479E-05    74
 14.84  0.15517E-05    74
 14.85  0.15490E-05    74
 14.86  0.15725E-05    74
 14.87  0.15794E-05    74
 14.88  0.15816E-05    74
 14.89  0.15780E-05    74
 14.90  0.15716E-05    74
 14.91  0.15632E-05    74
 14.92  0.15654E-05    74
 14.93  0.15655E-05    74
 14.94  0.15459E-05    74
 14.95  0.15797E-05    74
 14.96  0.15852E-05    74
 14.97  0.15893E-05    74
 14.98  0.15883E-05    74
 14.99  0.15877E-05    74
 15.00  0.15859E-05    74
 15.01  0.15865E-05    74
 15.02  0.15906E-05    74
 15.03  0.15959E-05    74
 15.04  0.15995E-05    74
 15.05  0.16025E-05    74
 15.06  0.16047E-05    74
 15.07  0.16077E-05    74
 15.08  0.16073E-05    74
 15.09  0.16027E-05    74
 15.10  0.15970E-05    74
 15.11  0.15766E-05    74
 15.12  0.15927E-05    74
 15.13  0.15728E-05    74
 15.14  0.15901E-05    74
 15.15  0.15921E-05    74
 15.16  0.15899E-05    74
 15.17  0.15869E-05    74
 15.18  0.15783E-05    74
 15.19  0.15606E-05    75
 15.20  0.15810E-05    75
 15.21  0.15792E-05    75
 15.22  0.15774E-05    75
 15.23  0.15778E-05    75
 15.24  0.15762E-05    75
 15.25  0.15744E-05    76
 15.26  0.15749E-05    76
 15.27  0.15757E-05    76
 15.28  0.15760E-05    76
 15.29  0.15768E-05    76
 15.30  0.15776E-05    76
 15.31  0.15577E-05    76
 15.32  0.15639E-05    77
 15.33  0.15621E-05    77
 15.34  0.15435E-05    77
 15.35  0.15833E-05    77
 15.36  0.15843E-05    77
 15.37  0.15880E-05    77
 15.38  0.15602E-05    77
 15.39  0.15689E-05    77
 15.40  0.15678E-05    78
 15.41  0.15628E-05    78
 15.42  0.15667E-05    78
 15.43  0.15754E-05    78
 15.44  0.15865E-05    78
 15.45  0.15945E-05    78
 15.46  0.16018E-05    78
 15.47  0.16026E-05    78
 15.48  0.15921E-05    78
 15.49  0.16450E-05    79
 15.50  0.16518E-05    79
 15.51  0.16589E-05    79
 15.52  0.16310E-05    78
 15.53  0.16500E-05    79
 15.54  0.16682E-05    79
 15.55  0.16867E-05    78
 15.56  0.16997E-05    78
 15.57  0.17095E-05    78
 15.58  0.17123E-05    78
 15.59  0.17656E-05    78
 15.60  0.17789E-05    78
 15.61  0.17917E-05    78
 15.62  0.18067E-05    78
 15.63  0.18193E-05    78
 15.64  0.18336E-05    78
 15.65  0.18177E-05    78
 15.66  0.18374E-05    78
 15.67  0.18513E-05    77
 15.68  0.18632E-05    77
 15.69  0.18754E-05    77
 15.70  0.18908E-05    77
 15.71  0.19079E-05    77
 15.72  0.19221E-05    77
 15.73  0.19328E-05    77
 15.74  0.19421E-05    77
 15.75  0.19502E-05    77
 15.76  0.19549E-05    77
 15.77  0.19483E-05    77
 15.78  0.20026E-05    77
 15.79  0.20127E-05    77
 15.80  0.20221E-05    77
 15.81  0.20345E-05    77
 15.82  0.19833E-05    77
 15.83  0.20097E-05    77
 15.84  0.20132E-05    77
 15.85  0.20720E-05    77
 15.86  0.20817E-05    77
 15.87  0.20909E-05    77
 15.88  0.21006E-05    77
 15.89  0.21099E-05    77
 15.90  0.21196E-05    77
 15.91  0.21289E-05    77
 15.92  0.20918E-05    77
 15.93  0.21120E-05    77
 15.94  0.21178E-05    77
 15.95  0.21082E-05    77
 15.96  0.21751E-05    78
 15.97  0.21857E-05    78
 15.98  0.21957E-05    78
 15.99  0.22058E-05    78
 16.00  0.22159E-05    78
 16.01  0.22298E-05    78
 16.02  0.22407E-05    78
 16.03  0.22523E-05    78
 16.04  0.22634E-05    78
 16.05  0.22753E-05    78
 16.06  0.22870E-05    78
 16.07  0.22990E-05    78
 16.08  0.23114E-05    78
 16.09  0.22908E-05    78
 16.10  0.23190E-05    78
 16.11  0.23315E-05    78
 16.12  0.23649E-05    78
 16.13  0.23691E-05    78
 16.14  0.23723E-05    78
 16.15  0.24004E-05    78
 16.16  0.24007E-05    78
 16.17  0.23996E-05    79
 16.18  0.24238E-05    78
 16.19  0.24218E-05    79
 16.20  0.24253E-05    79
 16.21  0.24346E-05    79
 16.22  0.24717E-05    79
 16.23  0.24816E-05    79
 16.24  0.24899E-05    79
 16.25  0.24958E-05    80
 16.26  0.24996E-05    80
 16.27  0.25265E-05    79
 16.28  0.25250E-05    80
 16.29  0.25199E-05    80
 16.30  0.25098E-05    80
 16.31  0.24786E-05    80
 16.32  0.25152E-05    81
 16.33  0.25165E-05    81
 16.34  0.25177E-05    81
 16.35  0.25035E-05    81
 16.36  0.25224E-05    81
 16.37  0.25275E-05    81
 16.38  0.25178E-05    81
 16.39  0.25270E-05    81
 16.40  0.25298E-05    81
 16.41  0.25324E-05    81
 16.42  0.25349E-05    82
 16.43  0.25639E-05    81
 16.44  0.25680E-05    81
 16.45  0.25695E-05    82
 16.46  0.25737E-05    82
 16.47  0.25752E-05    82
 16.48  0.25794E-05    82
 16.49  0.25809E-05    83
 16.50  0.26108E-05    82
 16.51  0.26123E-05    82
 16.52  0.26139E-05    83
 16.53  0.26155E-05    83
 16.54  0.26454E-05    83
 16.55  0.26470E-05    84
 16.56  0.26744E-05    83
 16.57  0.26760E-05    84
 16.58  0.26751E-05    84
 16.59  0.27128E-05    84
 16.60  0.27274E-05    84
 16.61  0.27523E-05    84
 16.62  0.27436E-05    85
 16.63  0.27375E-05    85
 16.64  0.27780E-05    85
 16.65  0.28030E-05    85
 16.66  0.27891E-05    86
 16.67  0.28246E-05    86
 16.68  0.28315E-05    86
 16.69  0.28773E-05    86
 16.70  0.29025E-05    86
 16.71  0.29250E-05    86
 16.72  0.29502E-05    86
 16.73  0.29754E-05    86
 16.74  0.29981E-05    87
 16.75  0.30233E-05    87
 16.76  0.30486E-05    88
 16.77  0.30740E-05    88
 16.78  0.30993E-05    88
 16.79  0.31221E-05    89
 16.80  0.31658E-05    88
 16.81  0.31939E-05    88
 16.82  0.31879E-05    88
 16.83  0.32501E-05    89
 16.84  0.33045E-05    88
 16.85  0.33300E-05    89
 16.86  0.33530E-05    89
 16.87  0.34076E-05    89
 16.88  0.34306E-05    90
 16.89  0.34563E-05    90
 16.90  0.35268E-05    89
 16.91  0.35763E-05    89
 16.92  0.36337E-05    90
 16.93  0.36596E-05    90
 16.94  0.36829E-05    90
 16.95  0.37299E-05    91
 16.96  0.37506E-05    91
 16.97  0.38083E-05    91
 16.98  0.38687E-05    91
 16.99  0.39028E-05    91
 17.00  0.39633E-05    91
 17.01  0.39948E-05    92
 17.02  0.40501E-05    92
 17.03  0.41029E-05    92
 17.04  0.41239E-05    92
 17.05  0.41715E-05    93
 17.06  0.42138E-05    93
 17.07  0.42588E-05    93
 17.08  0.42905E-05    93
 17.09  0.43622E-05    93
 17.10  0.44340E-05    93
 17.11  0.44979E-05    93
 17.12  0.45459E-05    94
 17.13  0.45619E-05    94
 17.14  0.45752E-05    95
 17.15  0.46046E-05    95
 17.16  0.46607E-05    95
 17.17  0.47142E-05    96
 17.18  0.48748E-05    95
 17.19  0.49473E-05    95
 17.20  0.50278E-05    95
 17.21  0.50683E-05    96
 17.22  0.51007E-05    97
 17.23  0.51547E-05    96
 17.24  0.51603E-05    97
 17.25  0.50693E-05    97
 17.26  0.51018E-05    98
 17.27  0.51317E-05    98
 17.28  0.51912E-05    98
 17.29  0.52238E-05    99
 17.30  0.52564E-05    99
 17.31  0.54077E-05    98
 17.32  0.55430E-05    99
 17.33  0.55948E-05    99
 17.34  0.56115E-05    99
 17.35  0.55797E-05    99
 17.36  0.55099E-05   100
 17.37  0.55428E-05   100
 17.38  0.55758E-05   100
 17.39  0.56359E-05   100
 17.40  0.58179E-05   100
 17.41  0.59243E-05   100
 17.42  0.59711E-05   100
 17.43  0.59094E-05   100
 17.44  0.58775E-05   101
 17.45  0.59379E-05   101
 17.46  0.61208E-05   101
 17.47  0.63011E-05   101
 17.48  0.64055E-05   101
 17.49  0.64909E-05   101
 17.50  0.65600E-05   101
 17.51  0.66155E-05   101
 17.52  0.66903E-05   101
 17.53  0.67842E-05   102
 17.54  0.68591E-05   102
 17.55  0.69313E-05   102
 17.56  0.68231E-05   102
 17.57  0.69310E-05   102
 17.58  0.70636E-05   102
 17.59  0.71991E-05   102
 17.60  0.74060E-05   103
 17.61  0.76900E-05   102
 17.62  0.78672E-05   102
 17.63  0.80419E-05   102
 17.64  0.81701E-05   103
 17.65  0.83397E-05   103
 17.66  0.84929E-05   103
 17.67  0.86408E-05   103
 17.68  0.88384E-05   103
 17.69  0.90225E-05   103
 17.70  0.92316E-05   103
 17.71  0.93885E-05   103
 17.72  0.94738E-05   104
 17.73  0.97111E-05   104
 17.74  0.99514E-05   104
 17.75  0.10214E-04   104
 17.76  0.10480E-04   104
 17.77  0.10823E-04   104
 17.78  0.11381E-04   103
 17.79  0.11866E-04   103
 17.80  0.12316E-04   104
 17.81  0.12726E-04   104
 17.82  0.13141E-04   103
 17.83  0.13531E-04   104
 17.84  0.13972E-04   104
 17.85  0.14455E-04   104
 17.86  0.14970E-04   104
 17.87  0.15554E-04   104
 17.88  0.16184E-04   104
 17.89  0.16920E-04   104
 17.90  0.17724E-04   104
 17.91  0.18548E-04   104
 17.92  0.19301E-04   105
 17.93  0.20314E-04   105
 17.94  0.21516E-04   106
 17.95  0.22738E-04   105
 17.96  0.24555E-04   106
 17.97  0.26390E-04   106
 17.98  0.28309E-04   106
 17.99  0.30678E-04   107
 18.00  0.32994E-04   108
 18.01  0.35481E-04   108
 18.02  0.37549E-04   111
 18.03  0.39535E-04   113
 18.04  0.42957E-04   117
 18.05  0.46354E-04   120
 18.06  0.50205E-04   123
 18.07  0.54735E-04   127
 18.08  0.59890E-04   131
 18.09  0.66487E-04   135
 18.10  0.73317E-04   138
 18.11  0.84132E-04   142
 18.12  0.96961E-04   146
 18.13  0.11342E-03   150
 18.14  0.11345E-03   175
 18.15  0.11705E-03   207
 18.16  0.11485E-03   239
 18.17  0.11223E-03   269
 18.18  0.10875E-03   300
 18.19  0.10504E-03   329
 18.20  0.10054E-03   359
 18.21  0.96536E-04   388
 18.22  0.69263E-04   383
 18.23  0.83894E-04   404
 18.24  0.90019E-04   423
 18.25  0.92797E-04   443
 18.26  0.92393E-04   460
 18.27  0.67405E-04   485
 18.28  0.33166E-04   506
 18.29  0.40732E-04   618
 18.30  0.31977E-04   646
 18.31  0.25561E-04   672
 18.32  0.20682E-04   695
 18.33  0.16888E-04   718
 18.34  0.14135E-04   737
 18.35  0.12005E-04   755
 18.36  0.10342E-04   771
 18.37  0.90804E-05   786
 18.38  0.63918E-05   625
 18.39  0.76497E-05   662
 18.40  0.56021E-05   699
 18.41  0.63793E-05   704
 18.42  0.73265E-05   705
 18.43  0.79620E-05   705
 18.44  0.81817E-05   705
 18.45  0.77723E-05   705
 18.46  0.66783E-05   705
 18.47  0.50913E-05   705
 18.48  0.34478E-05   705
 18.49  0.36945E-05   705
 18.50  0.65257E-05   705
 18.51  0.96915E-05   705
 18.52  0.12356E-04   705
 18.53  0.14094E-04   705
 18.54  0.14142E-04   705
 18.55  0.11561E-04   705
 18.56  0.24696E-05   704
 18.57  0.11964E-05   992
 18.58  0.12775E-05   991
 18.59  0.13708E-05   990
 18.60  0.14660E-05   989
 18.61  0.15766E-05   988
 18.62  0.13699E-04   702
 18.63  0.20797E-04   702
 18.64  0.23897E-04   701
 18.65  0.23099E-04   701
 18.66  0.18447E-04   700
 18.67  0.76324E-05   700
 18.68  0.25615E-05   981
 18.69  0.26909E-05   981
 18.70  0.27923E-05   981
 18.71  0.64687E-05   700
 18.72  0.20536E-04   707
 18.73  0.29840E-04   707
 18.74  0.36977E-04   707
 18.75  0.42370E-04   707
 18.76  0.46483E-04   707
 18.77  0.49548E-04   707
 18.78  0.51504E-04   707
 18.79  0.52497E-04   707
 18.80  0.52555E-04   707
 18.81  0.51938E-04   707
 18.82  0.50852E-04   707
 18.83  0.49706E-04   707
 18.84  0.49586E-04   707
 18.85  0.50816E-04   707
 18.86  0.53163E-04   707
 18.87  0.56629E-04   707
 18.88  0.61040E-04   707
 18.89  0.65338E-04   707
 18.90  0.70318E-04   707
 18.91  0.75509E-04   707
 18.92  0.81088E-04   707
 18.93  0.86231E-04   707
 18.94  0.91203E-04   707
 18.95  0.95678E-04   707
 18.96  0.98769E-04   707
 18.97  0.10039E-03   707
 18.98  0.98223E-04   707
 18.99  0.90941E-04   707
 19.00  0.76282E-04   707
 19.01  0.49530E-04   707
 19.02  0.25483E-04  1000
 19.03  0.27740E-04  1000
 19.04  0.30215E-04  1000
 19.05  0.54648E-04   699
 19.06  0.10264E-03   735
 19.07  0.34272E-03   541
 19.08  0.80407E-03   311
 19.09  0.14978E-02   239
 19.10  0.20629E-02   208
 19.11  0.25077E-02   202
 19.12  0.26433E-02   213
 19.13  0.26980E-02   225
 19.14  0.25906E-02   226
 19.15  0.24255E-02   220
 19.16  0.21409E-02   202
 19.17  0.17587E-02   185
 19.18  0.12964E-02   167
 19.19  0.70530E-03   315
 19.20  0.30828E-03   424
 19.21  0.17639E-03   707
 19.22  0.67857E-04   707
 19.23  0.16438E-03  1000
 19.24  0.18023E-03  1000
 19.25  0.16369E-03   707
 19.26  0.30085E-03   707
 19.27  0.42705E-03   707
 19.28  0.54617E-03   707
 19.29  0.65490E-03   707
 19.30  0.15095E-03   361
 19.31  0.74550E-03   654
 19.32  0.81569E-03   580
 19.33  0.92268E-03   453
 19.34  0.10530E-02   371
 19.35  0.12265E-02   334
 19.36  0.14029E-02   324
 19.37  0.17762E-02   301
 19.38  0.22090E-02   274
 19.39  0.29642E-02   221
 19.40  0.38672E-02   166
 19.41  0.47912E-02   120
 19.42  0.56344E-02    84
 19.43  0.63393E-02    59
 19.44  0.68512E-02    49
 19.45  0.73152E-02    46
 19.46  0.76493E-02    49
 19.47  0.79776E-02    55
 19.48  0.82335E-02    52
 19.49  0.84867E-02    50
 19.50  0.88554E-02    54
 19.51  0.93066E-02    60
 19.52  0.99923E-02    72
 19.53  0.10916E-01    84
 19.54  0.12081E-01    94
 19.55  0.13649E-01    97
 19.56  0.15414E-01    95
 19.57  0.17887E-01    87
 19.58  0.20500E-01    77
 19.59  0.24044E-01    71
 19.60  0.27777E-01    65
 19.61  0.32494E-01    63
 19.62  0.37369E-01    62
 19.63  0.42860E-01    61
 19.64  0.48969E-01    60
 19.65  0.56002E-01    58
 19.66  0.63654E-01    56
 19.67  0.71927E-01    54
 19.68  0.81434E-01    53
 19.69  0.91564E-01    52
 19.70  0.10413E+00    51
 19.71  0.11701E+00    51
 19.72  0.13261E+00    52
 19.73  0.14887E+00    53
 19.74  0.16785E+00    54
 19.75  0.18713E+00    55
 19.76  0.20858E+00    57
 19.77  0.23132E+00    57
 19.78  0.25558E+00    58
 19.79  0.28203E+00    58
 19.80  0.30928E+00    59
 19.81  0.34337E+00    58
 19.82  0.37719E+00    58
 19.83  0.41444E+00    57
 19.84  0.45142E+00    57
 19.85  0.48874E+00    56
 19.86  0.52610E+00    55
 19.87  0.55731E+00    54
 19.88  0.58855E+00    53
 19.89  0.61704E+00    50
 19.90  0.64245E+00    48
 19.91  0.66479E+00    45
 19.92  0.68715E+00    43
 19.93  0.70612E+00    41
 19.94  0.72541E+00    39
 19.95  0.74131E+00    38
 19.96  0.75443E+00    37
 19.97  0.76103E+00    37
 19.98  0.76794E+00    37
 19.99  0.76833E+00    37
 20.00  0.76902E+00    37
 20.01  0.76629E+00    37
 20.02  0.76667E+00    37
 20.03  0.76737E+00    36
 20.04  0.76775E+00    36
 20.05  0.77126E+00    35
 20.06  0.77508E+00    35
 20.07  0.77859E+00    35
 20.08  0.78211E+00    36
 20.09  0.78562E+00    37
 20.10  0.78601E+00    38
 20.11  0.78672E+00    38
 20.12  0.79024E+00    39
 20.13  0.79691E+00    39
 20.14  0.80671E+00    38
 20.15  0.81653E+00    38
 20.16  0.82949E+00    37
 20.17  0.83933E+00    36
 20.18  0.84886E+00    35
 20.19  0.85556E+00    34
 20.20  0.85599E+00    33
 20.21  0.85956E+00    33
 20.22  0.85684E+00    32
 20.23  0.85726E+00    32
 20.24  0.85453E+00    34
 20.25  0.85180E+00    36
 20.26  0.84938E+00    38
 20.27  0.84980E+00    40
 20.28  0.84390E+00    41
 20.29  0.83800E+00    42
 20.30  0.83209E+00    42
 20.31  0.82617E+00    41
 20.32  0.82025E+00    40
 20.33  0.81749E+00    39
 20.34  0.81789E+00    37
 20.35  0.81829E+00    36
 20.36  0.82472E+00    35
 20.37  0.83147E+00    35
 20.38  0.84140E+00    35
 20.39  0.84816E+00    35
 20.40  0.85493E+00    35
 20.41  0.85853E+00    35
 20.42  0.86213E+00    35
 20.43  0.86573E+00    34
 20.44  0.86934E+00    33
 20.45  0.87614E+00    33
 20.46  0.88294E+00    32
 20.47  0.89293E+00    31
 20.48  0.89975E+00    31
 20.49  0.90976E+00    31
 20.50  0.91020E+00    32
 20.51  0.91384E+00    32
 20.52  0.91109E+00    33
 20.53  0.90834E+00    34
 20.54  0.90238E+00    35
 20.55  0.89962E+00    35
 20.56  0.89686E+00    36
 20.57  0.89409E+00    37
 20.58  0.89453E+00    37
 20.59  0.89496E+00    38
 20.60  0.89219E+00    38
 20.61  0.88941E+00    39
 20.62  0.88663E+00    38
 20.63  0.88064E+00    38
 20.64  0.87785E+00    37
 20.65  0.87184E+00    37
 20.66  0.87226E+00    36
 20.67  0.87590E+00    35
 20.68  0.88277E+00    35
 20.69  0.89286E+00    34
 20.70  0.89974E+00    34
 20.71  0.90663E+00    33
 20.72  0.91029E+00    33
 20.73  0.91073E+00    33
 20.74  0.90794E+00    32
 20.75  0.90192E+00    33
 20.76  0.89588E+00    33
 20.77  0.88985E+00    33
 20.78  0.88380E+00    33
 20.79  0.88423E+00    34
 20.80  0.88465E+00    34
 20.81  0.88832E+00    34
 20.82  0.88875E+00    34
 20.83  0.89242E+00    34
 20.84  0.89609E+00    33
 20.85  0.89652E+00    33
 20.86  0.89370E+00    33
 20.87  0.89413E+00    33
 20.88  0.89456E+00    33
 20.89  0.89499E+00    34
 20.90  0.89867E+00    34
 20.91  0.89910E+00    35
 20.92  0.90279E+00    36
 20.93  0.90322E+00    36
 20.94  0.90365E+00    36
 20.95  0.89756E+00    37
 20.96  0.89146E+00    37
 20.97  0.88535E+00    36
 20.98  0.87597E+00    36
 20.99  0.86658E+00    35
 21.00  0.86373E+00    34
 21.01  0.85759E+00    33
 21.02  0.86127E+00    31
 21.03  0.86168E+00    30
 21.04  0.86865E+00    30
 21.05  0.87562E+00    30
