# Relative Spectral Response per erg (Equal-Energy); Jarrett et al. 2011
#  W3     RSR     uncertainty (parts per thousand)
 11.76  0.60415E+00    18
 11.77  0.60079E+00    19
 11.78  0.59936E+00    20
 11.79  0.59793E+00    21
 11.80  0.59649E+00    22
 11.81  0.59700E+00    22
 11.82  0.59555E+00    22
 11.83  0.59606E+00    21
 11.84  0.59656E+00    20
 11.85  0.59511E+00    20
 11.86  0.59366E+00    19
 11.87  0.59221E+00    18
 11.88  0.59075E+00    16
 11.89  0.58929E+00    15
 11.90  0.58587E+00    15
 11.91  0.58440E+00    14
 11.92  0.58293E+00    14
 11.93  0.58145E+00    15
 11.94  0.57997E+00    16
 11.95  0.58046E+00    16
 11.96  0.57898E+00    17
 11.97  0.57946E+00    18
 11.98  0.57994E+00    19
 11.99  0.57845E+00    21
 12.00  0.57894E+00    22
 12.01  0.57744E+00    22
 12.02  0.57594E+00    23
 12.03  0.57444E+00    23
 12.04  0.57294E+00    23
 12.05  0.57143E+00    22
 12.06  0.56793E+00    21
 12.07  0.56641E+00    20
 12.08  0.56291E+00    19
 12.09  0.56337E+00    18
 12.10  0.56185E+00    17
 12.11  0.56231E+00    17
 12.12  0.56277E+00    18
 12.13  0.56524E+00    18
 12.14  0.56770E+00    19
 12.15  0.57017E+00    20
 12.16  0.57264E+00    20
 12.17  0.57512E+00    21
 12.18  0.57759E+00    21
 12.19  0.58007E+00    21
 12.20  0.58457E+00    20
 12.21  0.58505E+00    19
 12.22  0.58754E+00    18
 12.23  0.59003E+00    17
 12.24  0.59052E+00    16
 12.25  0.59302E+00    16
 12.26  0.59350E+00    17
 12.27  0.59398E+00    18
 12.28  0.59649E+00    18
 12.29  0.59698E+00    18
 12.30  0.59949E+00    19
 12.31  0.60200E+00    18
 12.32  0.60655E+00    18
 12.33  0.61110E+00    18
 12.34  0.61566E+00    19
 12.35  0.62022E+00    19
 12.36  0.62480E+00    20
 12.37  0.62938E+00    21
 12.38  0.63396E+00    22
 12.39  0.64059E+00    23
 12.40  0.64520E+00    23
 12.41  0.65185E+00    23
 12.42  0.65851E+00    22
 12.43  0.66313E+00    22
 12.44  0.66981E+00    21
 12.45  0.67445E+00    20
 12.46  0.68114E+00    20
 12.47  0.68580E+00    19
 12.48  0.69046E+00    19
 12.49  0.69307E+00    19
 12.50  0.69568E+00    19
 12.51  0.69830E+00    20
 12.52  0.70092E+00    20
 12.53  0.69941E+00    20
 12.54  0.69997E+00    21
 12.55  0.69846E+00    22
 12.56  0.69695E+00    22
 12.57  0.69544E+00    23
 12.58  0.69392E+00    24
 12.59  0.69240E+00    24
 12.60  0.69295E+00    24
 12.61  0.69350E+00    24
 12.62  0.69405E+00    24
 12.63  0.69668E+00    24
 12.64  0.69931E+00    24
 12.65  0.70194E+00    25
 12.66  0.70458E+00    26
 12.67  0.70493E+00    26
 12.68  0.70758E+00    26
 12.69  0.70813E+00    26
 12.70  0.70869E+00    25
 12.71  0.70925E+00    24
 12.72  0.70981E+00    23
 12.73  0.71058E+00    21
 12.74  0.71113E+00    20
 12.75  0.71169E+00    19
 12.76  0.71435E+00    19
 12.77  0.71491E+00    19
 12.78  0.71758E+00    20
 12.79  0.72024E+00    21
 12.80  0.72291E+00    22
 12.81  0.72559E+00    23
 12.82  0.73038E+00    23
 12.83  0.73517E+00    23
 12.84  0.73997E+00    22
 12.85  0.74478E+00    22
 12.86  0.75171E+00    21
 12.87  0.75654E+00    20
 12.88  0.76136E+00    20
 12.89  0.76832E+00    20
 12.90  0.77104E+00    20
 12.91  0.77589E+00    19
 12.92  0.77862E+00    19
 12.93  0.78135E+00    19
 12.94  0.78196E+00    19
 12.95  0.78469E+00    19
 12.96  0.78530E+00    19
 12.97  0.78377E+00    20
 12.98  0.78437E+00    20
 12.99  0.78498E+00    20
 13.00  0.78558E+00    20
 13.01  0.78619E+00    21
 13.02  0.78679E+00    21
 13.03  0.78954E+00    22
 13.04  0.79229E+00    22
 13.05  0.79505E+00    23
 13.06  0.79781E+00    23
 13.07  0.80273E+00    23
 13.08  0.80980E+00    23
 13.09  0.81473E+00    23
 13.10  0.82182E+00    23
 13.11  0.82893E+00    22
 13.12  0.83604E+00    22
 13.13  0.84316E+00    22
 13.14  0.84813E+00    22
 13.15  0.85527E+00    22
 13.16  0.86243E+00    22
 13.17  0.86742E+00    22
 13.18  0.87242E+00    23
 13.19  0.87742E+00    23
 13.20  0.88243E+00    23
 13.21  0.88745E+00    24
 13.22  0.89030E+00    24
 13.23  0.89315E+00    24
 13.24  0.89601E+00    24
 13.25  0.89887E+00    24
 13.26  0.90173E+00    24
 13.27  0.90459E+00    24
 13.28  0.90528E+00    24
 13.29  0.90596E+00    24
 13.30  0.90664E+00    24
 13.31  0.90732E+00    24
 13.32  0.90581E+00    24
 13.33  0.90429E+00    24
 13.34  0.90058E+00    24
 13.35  0.89906E+00    24
 13.36  0.89753E+00    24
 13.37  0.89380E+00    25
 13.38  0.89226E+00    25
 13.39  0.89073E+00    25
 13.40  0.88919E+00    25
 13.41  0.88985E+00    25
 13.42  0.89051E+00    25
 13.43  0.89118E+00    24
 13.44  0.89184E+00    24
 13.45  0.89472E+00    24
 13.46  0.89538E+00    24
 13.47  0.89827E+00    24
 13.48  0.89893E+00    24
 13.49  0.90182E+00    24
 13.50  0.90249E+00    24
 13.51  0.90316E+00    25
 13.52  0.90383E+00    25
 13.53  0.90450E+00    25
 13.54  0.90516E+00    26
 13.55  0.90583E+00    26
 13.56  0.90650E+00    26
 13.57  0.90940E+00    26
 13.58  0.91007E+00    26
 13.59  0.91298E+00    25
 13.60  0.91365E+00    25
 13.61  0.91657E+00    24
 13.62  0.91724E+00    24
 13.63  0.92016E+00    24
 13.64  0.92083E+00    24
 13.65  0.92151E+00    24
 13.66  0.91993E+00    24
 13.67  0.92061E+00    24
 13.68  0.91903E+00    25
 13.69  0.91745E+00    25
 13.70  0.91586E+00    25
 13.71  0.91427E+00    26
 13.72  0.91268E+00    26
 13.73  0.91108E+00    26
 13.74  0.90948E+00    26
 13.75  0.90788E+00    26
 13.76  0.90854E+00    26
 13.77  0.90920E+00    26
 13.78  0.90986E+00    27
 13.79  0.91052E+00    27
 13.80  0.91346E+00    28
 13.81  0.91412E+00    28
 13.82  0.91706E+00    29
 13.83  0.92000E+00    28
 13.84  0.92066E+00    28
 13.85  0.92133E+00    28
 13.86  0.92427E+00    28
 13.87  0.92494E+00    28
 13.88  0.92561E+00    28
 13.89  0.92627E+00    28
 13.90  0.92694E+00    29
 13.91  0.92990E+00    29
 13.92  0.93057E+00    30
 13.93  0.93124E+00    31
 13.94  0.93420E+00    31
 13.95  0.93717E+00    32
 13.96  0.94014E+00    32
 13.97  0.94311E+00    32
 13.98  0.94609E+00    32
 13.99  0.94907E+00    32
 14.00  0.95436E+00    33
 14.01  0.95735E+00    33
 14.02  0.96034E+00    33
 14.03  0.96333E+00    34
 14.04  0.96633E+00    34
 14.05  0.96702E+00    35
 14.06  0.97002E+00    35
 14.07  0.97071E+00    35
 14.08  0.96908E+00    35
 14.09  0.96977E+00    35
 14.10  0.96814E+00    34
 14.11  0.96883E+00    34
 14.12  0.96719E+00    32
 14.13  0.96555E+00    31
 14.14  0.96623E+00    30
 14.15  0.96691E+00    29
 14.16  0.96526E+00    28
 14.17  0.96828E+00    27
 14.18  0.96896E+00    27
 14.19  0.97198E+00    26
 14.20  0.97267E+00    26
 14.21  0.97569E+00    26
 14.22  0.97872E+00    26
 14.23  0.97941E+00    26
 14.24  0.98244E+00    26
 14.25  0.98313E+00    26
 14.26  0.98382E+00    27
 14.27  0.98216E+00    27
 14.28  0.98050E+00    28
 14.29  0.98118E+00    29
 14.30  0.97952E+00    29
 14.31  0.97785E+00    30
 14.32  0.97853E+00    30
 14.33  0.97685E+00    30
 14.34  0.97753E+00    30
 14.35  0.97822E+00    30
 14.36  0.98126E+00    30
 14.37  0.98195E+00    29
 14.38  0.98500E+00    29
 14.39  0.98805E+00    28
 14.40  0.99111E+00    28
 14.41  0.99180E+00    27
 14.42  0.99486E+00    27
 14.43  0.99793E+00    27
 14.44  0.99862E+00    27
 14.45  0.99931E+00    27
 14.46  0.10000E+01    27
 14.47  0.99831E+00    27
 14.48  0.99661E+00    28
 14.49  0.99492E+00    28
 14.50  0.99322E+00    29
 14.51  0.99151E+00    29
 14.52  0.98980E+00    29
 14.53  0.98809E+00    29
 14.54  0.98638E+00    29
 14.55  0.98466E+00    28
 14.56  0.98294E+00    28
 14.57  0.98122E+00    28
 14.58  0.97949E+00    27
 14.59  0.97776E+00    27
 14.60  0.97603E+00    27
 14.61  0.97429E+00    26
 14.62  0.97255E+00    26
 14.63  0.97080E+00    26
 14.64  0.96906E+00    26
 14.65  0.96731E+00    25
 14.66  0.96555E+00    25
 14.67  0.96380E+00    26
 14.68  0.96204E+00    26
 14.69  0.96269E+00    26
 14.70  0.96093E+00    26
 14.71  0.96158E+00    27
 14.72  0.95981E+00    28
 14.73  0.96046E+00    28
 14.74  0.95869E+00    29
 14.75  0.95934E+00    29
 14.76  0.95999E+00    30
 14.77  0.95821E+00    30
 14.78  0.95642E+00    29
 14.79  0.95463E+00    29
 14.80  0.95284E+00    29
 14.81  0.95349E+00    28
 14.82  0.94925E+00    28
 14.83  0.94745E+00    28
 14.84  0.94564E+00    27
 14.85  0.94384E+00    27
 14.86  0.94202E+00    27
 14.87  0.94021E+00    27
 14.88  0.93839E+00    27
 14.89  0.93657E+00    27
 14.90  0.93475E+00    27
 14.91  0.93292E+00    27
 14.92  0.93109E+00    27
 14.93  0.92679E+00    27
 14.94  0.92496E+00    27
 14.95  0.92311E+00    27
 14.96  0.91880E+00    28
 14.97  0.91695E+00    28
 14.98  0.91510E+00    29
 14.99  0.91077E+00    30
 15.00  0.90891E+00    30
 15.01  0.90705E+00    30
 15.02  0.90518E+00    30
 15.03  0.90330E+00    30
 15.04  0.90143E+00    30
 15.05  0.89955E+00    30
 15.06  0.89767E+00    30
 15.07  0.89578E+00    29
 15.08  0.89389E+00    29
 15.09  0.89200E+00    28
 15.10  0.88762E+00    28
 15.11  0.88572E+00    28
 15.12  0.88382E+00    28
 15.13  0.87942E+00    28
 15.14  0.87501E+00    28
 15.15  0.87060E+00    28
 15.16  0.86619E+00    27
 15.17  0.85926E+00    27
 15.18  0.85233E+00    27
 15.19  0.84539E+00    28
 15.20  0.83844E+00    28
 15.21  0.83148E+00    28
 15.22  0.82200E+00    29
 15.23  0.81502E+00    29
 15.24  0.80551E+00    30
 15.25  0.79851E+00    31
 15.26  0.79149E+00    31
 15.27  0.78196E+00    31
 15.28  0.77492E+00    32
 15.29  0.76787E+00    32
 15.30  0.76082E+00    32
 15.31  0.75375E+00    31
 15.32  0.74920E+00    31
 15.33  0.74212E+00    31
 15.34  0.73502E+00    30
 15.35  0.72792E+00    30
 15.36  0.72081E+00    30
 15.37  0.71368E+00    30
 15.38  0.70680E+00    29
 15.39  0.69966E+00    29
 15.40  0.69251E+00    29
 15.41  0.68535E+00    28
 15.42  0.67817E+00    28
 15.43  0.67328E+00    28
 15.44  0.66609E+00    28
 15.45  0.66143E+00    27
 15.46  0.65931E+00    27
 15.47  0.65465E+00    27
 15.48  0.65252E+00    27
 15.49  0.65039E+00    27
 15.50  0.64826E+00    28
 15.51  0.64868E+00    28
 15.52  0.64909E+00    28
 15.53  0.64696E+00    28
 15.54  0.64737E+00    28
 15.55  0.64779E+00    28
 15.56  0.64821E+00    27
 15.57  0.64862E+00    27
 15.58  0.65160E+00    27
 15.59  0.65202E+00    27
 15.60  0.65244E+00    28
 15.61  0.65286E+00    28
 15.62  0.65585E+00    28
 15.63  0.65627E+00    29
 15.64  0.65926E+00    30
 15.65  0.65969E+00    30
 15.66  0.66269E+00    31
 15.67  0.66311E+00    32
 15.68  0.66611E+00    32
 15.69  0.66654E+00    33
 15.70  0.66696E+00    33
 15.71  0.66997E+00    33
 15.72  0.67040E+00    32
 15.73  0.67083E+00    32
 15.74  0.67125E+00    31
 15.75  0.66909E+00    31
 15.76  0.66951E+00    30
 15.77  0.66994E+00    30
 15.78  0.66776E+00    29
 15.79  0.66819E+00    29
 15.80  0.66601E+00    29
 15.81  0.66383E+00    29
 15.82  0.66425E+00    29
 15.83  0.66206E+00    29
 15.84  0.65987E+00    29
 15.85  0.65768E+00    29
 15.86  0.65287E+00    29
 15.87  0.65067E+00    29
 15.88  0.64846E+00    29
 15.89  0.64364E+00    29
 15.90  0.64142E+00    30
 15.91  0.63659E+00    30
 15.92  0.63175E+00    31
 15.93  0.62952E+00    31
 15.94  0.62467E+00    32
 15.95  0.61981E+00    32
 15.96  0.61757E+00    32
 15.97  0.61269E+00    32
 15.98  0.61045E+00    32
 15.99  0.60820E+00    32
 16.00  0.60594E+00    32
 16.01  0.60368E+00    31
 16.02  0.60142E+00    31
 16.03  0.59916E+00    30
 16.04  0.59953E+00    30
 16.05  0.59726E+00    29
 16.06  0.59764E+00    29
 16.07  0.59801E+00    29
 16.08  0.59838E+00    29
 16.09  0.59875E+00    29
 16.10  0.59647E+00    29
 16.11  0.59684E+00    30
 16.12  0.59721E+00    30
 16.13  0.59493E+00    30
 16.14  0.59530E+00    30
 16.15  0.59567E+00    30
 16.16  0.59337E+00    30
 16.17  0.59108E+00    30
 16.18  0.59144E+00    30
 16.19  0.58914E+00    31
 16.20  0.58684E+00    31
 16.21  0.58453E+00    31
 16.22  0.58222E+00    32
 16.23  0.57991E+00    32
 16.24  0.57492E+00    33
 16.25  0.57260E+00    34
 16.26  0.56760E+00    35
 16.27  0.56259E+00    36
 16.28  0.55757E+00    38
 16.29  0.55255E+00    39
 16.30  0.54484E+00    41
 16.31  0.53711E+00    42
 16.32  0.52965E+00    44
 16.33  0.52191E+00    45
 16.34  0.51416E+00    46
 16.35  0.50370E+00    47
 16.36  0.49324E+00    48
 16.37  0.48275E+00    48
 16.38  0.47226E+00    49
 16.39  0.46175E+00    49
 16.40  0.45123E+00    49
 16.41  0.43800E+00    49
 16.42  0.42745E+00    49
 16.43  0.41419E+00    49
 16.44  0.40361E+00    49
 16.45  0.39031E+00    49
 16.46  0.37700E+00    50
 16.47  0.36638E+00    50
 16.48  0.35303E+00    50
 16.49  0.33967E+00    51
 16.50  0.32901E+00    51
 16.51  0.31562E+00    52
 16.52  0.30493E+00    52
 16.53  0.29150E+00    52
 16.54  0.28079E+00    52
 16.55  0.26777E+00    53
 16.56  0.25618E+00    53
 16.57  0.24487E+00    53
 16.58  0.23407E+00    53
 16.59  0.22301E+00    53
 16.60  0.21276E+00    53
 16.61  0.20280E+00    53
 16.62  0.19307E+00    53
 16.63  0.18360E+00    53
 16.64  0.17442E+00    53
 16.65  0.16603E+00    54
 16.66  0.15762E+00    54
 16.67  0.14948E+00    54
 16.68  0.14213E+00    54
 16.69  0.13507E+00    54
 16.70  0.12825E+00    55
 16.71  0.12197E+00    55
 16.72  0.11571E+00    55
 16.73  0.10997E+00    56
 16.74  0.10480E+00    57
 16.75  0.99344E-01    57
 16.76  0.94712E-01    59
 16.77  0.90350E-01    60
 16.78  0.85983E-01    62
 16.79  0.82164E-01    63
 16.80  0.78368E-01    65
 16.81  0.74789E-01    66
 16.82  0.71510E-01    68
 16.83  0.68227E-01    69
 16.84  0.65494E-01    69
 16.85  0.62731E-01    70
 16.86  0.59992E-01    70
 16.87  0.57528E-01    69
 16.88  0.55033E-01    69
 16.89  0.52840E-01    68
 16.90  0.50896E-01    66
 16.91  0.48699E-01    65
 16.92  0.47028E-01    62
 16.93  0.45104E-01    61
 16.94  0.43457E-01    59
 16.95  0.42088E-01    57
 16.96  0.40437E-01    56
 16.97  0.39064E-01    54
 16.98  0.37689E-01    53
 16.99  0.36592E-01    51
 17.00  0.35494E-01    50
 17.01  0.34394E-01    50
 17.02  0.33293E-01    49
 17.03  0.32191E-01    50
 17.04  0.31340E-01    50
 17.05  0.30264E-01    51
 17.06  0.29411E-01    52
 17.07  0.28585E-01    53
 17.08  0.27676E-01    54
 17.09  0.26809E-01    56
 17.10  0.25960E-01    58
 17.11  0.25085E-01    59
 17.12  0.24189E-01    60
 17.13  0.23309E-01    62
 17.14  0.22406E-01    63
 17.15  0.21450E-01    63
 17.16  0.20516E-01    63
 17.17  0.19522E-01    62
 17.18  0.18498E-01    61
 17.19  0.17467E-01    60
 17.20  0.16440E-01    59
 17.21  0.15382E-01    58
 17.22  0.14324E-01    56
 17.23  0.13260E-01    55
 17.24  0.12223E-01    55
 17.25  0.11154E-01    55
 17.26  0.10137E-01    56
 17.27  0.91167E-02    59
 17.28  0.80920E-02    62
 17.29  0.71031E-02    71
 17.30  0.61957E-02    80
 17.31  0.52644E-02    93
 17.32  0.44290E-02   120
 17.33  0.35669E-02   149
 17.34  0.27878E-02   217
 17.35  0.18864E-02   361
 17.36  0.20018E-02   464
 17.37  0.12653E-02   467
 17.38  0.65935E-02   707
 17.39  0.70697E-02   707
 17.40  0.71225E-02   707
 17.41  0.67224E-02   707
 17.42  0.58199E-02   707
 17.43  0.45633E-02   707
 17.44  0.30411E-02   707
 17.45  0.12565E-02   707
 17.46  0.32659E-02  1000
 17.47  0.67398E-03   707
 17.48  0.18510E-02   707
 17.49  0.25351E-02   707
 17.50  0.29103E-02   707
 17.51  0.39355E-02   594
 17.52  0.38310E-02   582
 17.53  0.31693E-02   568
 17.54  0.26594E-02   552
 17.55  0.22225E-02   533
 17.56  0.18262E-02   512
 17.57  0.14555E-02   487
 17.58  0.10516E-02   460
 17.59  0.12147E-02   475
 17.60  0.10998E-02   432
 17.61  0.10027E-02   388
 17.62  0.91999E-03   348
 17.63  0.85230E-03   313
 17.64  0.76913E-03   295
 17.65  0.63472E-03   281
 17.66  0.59495E-03   280
 17.67  0.54408E-03   279
 17.68  0.49344E-03   277
 17.69  0.44449E-03   277
 17.70  0.39840E-03   276
 17.71  0.34672E-03   276
 17.72  0.32387E-03   285
 17.73  0.30216E-03   285
 17.74  0.28410E-03   284
 17.75  0.26824E-03   284
 17.76  0.25348E-03   284
 17.77  0.23747E-03   284
 17.78  0.22385E-03   283
 17.79  0.21167E-03   283
 17.80  0.20094E-03   282
 17.81  0.19182E-03   283
 17.82  0.18312E-03   282
 17.83  0.17533E-03   281
 17.84  0.16823E-03   281
 17.85  0.16192E-03   282
 17.86  0.15589E-03   281
 17.87  0.15054E-03   282
 17.88  0.14508E-03   280
 17.89  0.14248E-03   281
 17.90  0.13979E-03   280
 17.91  0.13737E-03   281
 17.92  0.13488E-03   278
 17.93  0.13268E-03   279
 17.94  0.13042E-03   279
 17.95  0.12816E-03   279
 17.96  0.14402E-03   268
 17.97  0.14880E-03   268
 17.98  0.15001E-03   267
 17.99  0.14938E-03   267
 18.00  0.14852E-03   268
 18.01  0.14685E-03   267
 18.02  0.14619E-03   268
 18.03  0.14295E-03   266
 18.04  0.13688E-03   267
 18.05  0.11873E-03   276
 18.06  0.11942E-03   276
 18.07  0.11994E-03   277
 18.08  0.12018E-03   276
 18.09  0.12081E-03   276
 18.10  0.12112E-03   275
 18.11  0.12181E-03   275
 18.12  0.12218E-03   276
 18.13  0.12269E-03   274
 18.14  0.12285E-03   276
 18.15  0.12283E-03   275
 18.16  0.12308E-03   274
 18.17  0.12329E-03   273
 18.18  0.12330E-03   272
 18.19  0.14164E-03   263
 18.20  0.14855E-03   263
 18.21  0.15145E-03   262
 18.22  0.15174E-03   261
 18.23  0.15072E-03   260
 18.24  0.14903E-03   261
 18.25  0.14577E-03   260
 18.26  0.14146E-03   260
 18.27  0.13543E-03   258
 18.28  0.12883E-03   259
 18.29  0.11896E-03   259
 18.30  0.11776E-03   266
 18.31  0.11625E-03   266
 18.32  0.11445E-03   267
 18.33  0.11297E-03   265
 18.34  0.11149E-03   265
 18.35  0.11004E-03   264
 18.36  0.10856E-03   264
 18.37  0.10711E-03   263
 18.38  0.10565E-03   263
 18.39  0.10392E-03   263
 18.40  0.10165E-03   262
 18.41  0.99368E-04   262
 18.42  0.97117E-04   262
 18.43  0.95136E-04   261
 18.44  0.92850E-04   262
 18.45  0.86672E-04   253
 18.46  0.96902E-04   253
 18.47  0.99205E-04   253
 18.48  0.99624E-04   252
 18.49  0.99099E-04   252
 18.50  0.98056E-04   252
 18.51  0.96585E-04   251
 18.52  0.94533E-04   252
 18.53  0.92693E-04   251
 18.54  0.90514E-04   251
 18.55  0.87753E-04   252
 18.56  0.84897E-04   252
 18.57  0.81763E-04   252
 18.58  0.78595E-04   252
 18.59  0.76219E-04   252
 18.60  0.75126E-04   252
 18.61  0.74799E-04   251
 18.62  0.73920E-04   251
 18.63  0.72180E-04   251
 18.64  0.68321E-04   252
 18.65  0.61110E-04   260
 18.66  0.60467E-04   260
 18.67  0.59823E-04   260
 18.68  0.59486E-04   260
 18.69  0.58902E-04   260
 18.70  0.58287E-04   261
 18.71  0.58041E-04   261
 18.72  0.57487E-04   262
 18.73  0.57271E-04   261
 18.74  0.64059E-04   253
 18.75  0.65729E-04   254
 18.76  0.66197E-04   253
 18.77  0.65614E-04   254
 18.78  0.64134E-04   254
 18.79  0.60981E-04   254
 18.80  0.54420E-04   263
 18.81  0.53953E-04   263
 18.82  0.53796E-04   262
 18.83  0.53298E-04   263
 18.84  0.52830E-04   263
 18.85  0.52361E-04   263
 18.86  0.52172E-04   263
 18.87  0.51702E-04   263
 18.88  0.51201E-04   263
 18.89  0.50699E-04   263
 18.90  0.50477E-04   262
 18.91  0.49632E-04   254
 18.92  0.53677E-04   255
 18.93  0.55357E-04   255
 18.94  0.56447E-04   255
 18.95  0.57101E-04   255
 18.96  0.57193E-04   255
 18.97  0.56724E-04   256
 18.98  0.55691E-04   255
 18.99  0.52562E-04   255
 19.00  0.45363E-04   264
 19.01  0.44792E-04   265
 19.02  0.44221E-04   265
 19.03  0.43649E-04   265
 19.04  0.43076E-04   265
 19.05  0.42503E-04   266
 19.06  0.42211E-04   265
 19.07  0.41605E-04   266
 19.08  0.41973E-04   257
 19.09  0.47496E-04   257
 19.10  0.47898E-04   258
 19.11  0.47608E-04   257
 19.12  0.46752E-04   257
 19.13  0.45264E-04   258
 19.14  0.43775E-04   258
 19.15  0.42347E-04   258
 19.16  0.41013E-04   257
 19.17  0.39740E-04   259
 19.18  0.39129E-04   259
 19.19  0.38834E-04   258
 19.20  0.38822E-04   258
 19.21  0.39159E-04   258
 19.22  0.39717E-04   258
 19.23  0.40435E-04   259
 19.24  0.41089E-04   259
 19.25  0.41935E-04   258
 19.26  0.42305E-04   258
 19.27  0.42454E-04   259
 19.28  0.42413E-04   259
 19.29  0.42371E-04   257
 19.30  0.41916E-04   258
 19.31  0.41270E-04   258
 19.32  0.40465E-04   259
 19.33  0.39594E-04   259
 19.34  0.38946E-04   257
 19.35  0.38138E-04   259
 19.36  0.37775E-04   258
 19.37  0.37221E-04   259
 19.38  0.36984E-04   259
 19.39  0.36429E-04   260
 19.40  0.36032E-04   260
 19.41  0.35252E-04   262
 19.42  0.34631E-04   261
 19.43  0.33593E-04   262
 19.44  0.32810E-04   262
 19.45  0.32218E-04   261
 19.46  0.31709E-04   263
 19.47  0.31943E-04   262
 19.48  0.32172E-04   264
 19.49  0.32766E-04   263
 19.50  0.33072E-04   264
 19.51  0.33570E-04   263
 19.52  0.33652E-04   264
 19.53  0.33862E-04   263
 19.54  0.33622E-04   264
 19.55  0.33478E-04   262
 19.56  0.32819E-04   264
 19.57  0.32224E-04   262
 19.58  0.31121E-04   263
 19.59  0.30040E-04   262
 19.60  0.28374E-04   263
 19.61  0.26891E-04   261
 19.62  0.26106E-04   263
 19.63  0.26850E-04   262
 19.64  0.27646E-04   262
 19.65  0.28178E-04   262
 19.66  0.28513E-04   261
 19.67  0.28615E-04   261
 19.68  0.28607E-04   260
 19.69  0.28492E-04   260
 19.70  0.28334E-04   260
 19.71  0.28206E-04   259
 19.72  0.28029E-04   258
 19.73  0.27871E-04   258
 19.74  0.27719E-04   258
 19.75  0.27596E-04   257
 19.76  0.27425E-04   257
 19.77  0.27234E-04   257
 19.78  0.27003E-04   256
 19.79  0.26769E-04   256
 19.80  0.26489E-04   255
 19.81  0.26144E-04   256
 19.82  0.25847E-04   255
 19.83  0.25573E-04   255
 19.84  0.25367E-04   255
 19.85  0.25259E-04   255
 19.86  0.25213E-04   255
 19.87  0.25232E-04   255
 19.88  0.25225E-04   255
 19.89  0.25274E-04   255
 19.90  0.25237E-04   255
 19.91  0.25187E-04   255
 19.92  0.25039E-04   254
 19.93  0.24681E-04   255
 19.94  0.24076E-04   254
 19.95  0.22850E-04   255
 19.96  0.21310E-04   254
 19.97  0.22495E-04   254
 19.98  0.24332E-04   254
 19.99  0.25670E-04   254
 20.00  0.26260E-04   254
 20.01  0.24912E-04   254
 20.02  0.22775E-04   254
 20.03  0.21504E-04   262
 20.04  0.21343E-04   262
 20.05  0.21211E-04   261
 20.06  0.21047E-04   261
 20.07  0.20882E-04   262
 20.08  0.20714E-04   262
 20.09  0.20579E-04   262
 20.10  0.20444E-04   261
 20.11  0.20301E-04   261
 20.12  0.21249E-04   253
 20.13  0.22745E-04   252
 20.14  0.23389E-04   252
 20.15  0.23713E-04   252
 20.16  0.23771E-04   251
 20.17  0.23723E-04   252
 20.18  0.23622E-04   251
 20.19  0.23517E-04   251
 20.20  0.23296E-04   251
 20.21  0.22965E-04   251
 20.22  0.22597E-04   250
 20.23  0.22248E-04   250
 20.24  0.21816E-04   250
 20.25  0.21276E-04   249
 20.26  0.20646E-04   250
 20.27  0.19665E-04   249
 20.28  0.18720E-04   249
 20.29  0.19999E-04   249
 20.30  0.20680E-04   248
 20.31  0.20982E-04   248
 20.32  0.21126E-04   248
 20.33  0.21103E-04   248
 20.34  0.21019E-04   248
 20.35  0.20946E-04   247
 20.36  0.20728E-04   247
 20.37  0.20104E-04   247
 20.38  0.17728E-04   247
 20.39  0.16958E-04   254
 20.40  0.16872E-04   254
 20.41  0.16787E-04   253
 20.42  0.16704E-04   254
 20.43  0.16695E-04   254
 20.44  0.18854E-04   246
 20.45  0.19328E-04   246
 20.46  0.19449E-04   247
 20.47  0.19526E-04   247
 20.48  0.19606E-04   247
 20.49  0.19680E-04   247
 20.50  0.19726E-04   247
 20.51  0.19746E-04   247
 20.52  0.19830E-04   247
 20.53  0.19809E-04   247
 20.54  0.19559E-04   248
 20.55  0.19280E-04   249
 20.56  0.18972E-04   249
 20.57  0.18547E-04   249
 20.58  0.17841E-04   249
 20.59  0.15602E-04   249
 20.60  0.16363E-04   259
 20.61  0.16357E-04   259
 20.62  0.16389E-04   258
 20.63  0.16353E-04   260
 20.64  0.16354E-04   260
 20.65  0.16355E-04   260
 20.66  0.16359E-04   261
 20.67  0.16364E-04   261
 20.68  0.19038E-04   254
 20.69  0.19947E-04   254
 20.70  0.20287E-04   254
 20.71  0.20358E-04   255
 20.72  0.20225E-04   255
 20.73  0.20074E-04   255
 20.74  0.19961E-04   256
 20.75  0.19840E-04   257
 20.76  0.19744E-04   256
 20.77  0.19610E-04   256
 20.78  0.19459E-04   257
 20.79  0.19557E-04   256
 20.80  0.19734E-04   256
 20.81  0.19884E-04   257
 20.82  0.20086E-04   256
 20.83  0.20088E-04   257
 20.84  0.19848E-04   256
 20.85  0.19552E-04   256
 20.86  0.19142E-04   257
 20.87  0.18670E-04   256
 20.88  0.18713E-04   257
 20.89  0.19077E-04   257
 20.90  0.19261E-04   256
 20.91  0.19418E-04   257
 20.92  0.19428E-04   256
 20.93  0.19217E-04   257
 20.94  0.18919E-04   257
 20.95  0.18635E-04   256
 20.96  0.18115E-04   257
 20.97  0.16736E-04   256
 20.98  0.15853E-04   265
 20.99  0.15805E-04   266
 21.00  0.15795E-04   265
 21.01  0.15782E-04   264
 21.02  0.15738E-04   265
 21.03  0.17310E-04   256
 21.04  0.18535E-04   255
